Title,Company,Link,Fit Score,Salary,Location
Software Engineering: Internship Opportunity,Microsoft,https://jobs.careers.microsoft.com/global/en/job/1743242/Software-Engineering%3A-Internship-Opportunity,0.85,,"Multiple Locations, India"
